# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
692.88,0.952185,0.0169919,7,255,0,-684.067,0.945916,0.947527,1.22723,1.11251,1.00877,1.34382,0.0689559,0.0778697
689.476,0.99743,0.0162362,5,31,0,-688.252,0.94982,0.96297,1.22424,1.11944,1.00084,1.33546,0.07075,0.0776894
691.414,0.999769,0.0162949,5,63,0,-686.809,0.949066,0.956415,1.21708,1.10124,0.991758,1.33988,0.070436,0.0772567
693.125,0.9992,0.016395,7,159,0,-686.16,0.951012,0.943207,1.21601,1.10232,0.996112,1.33484,0.0709267,0.0715558
694.481,0.990143,0.0164851,5,31,0,-691.121,0.937425,0.912132,1.20857,1.09417,0.995115,1.34774,0.0719319,0.0715437
694.959,0.999907,0.0164143,7,255,0,-692.484,0.935666,0.911348,1.20213,1.0884,0.972443,1.32682,0.0745085,0.0711232
694.958,0.995195,0.0165166,8,511,0,-691.894,0.84725,0.791506,1.08994,0.994525,0.875149,1.20911,0.0974262,0.0752276
692.469,0.997682,0.0165351,7,223,0,-688.815,0.88148,0.838677,1.13876,1.05269,0.929305,1.25409,0.0866552,0.0774852
693.792,0.995428,0.0165977,7,159,0,-689.367,0.86373,0.816439,1.11414,1.03087,0.884253,1.22904,0.0945592,0.0750994
692.43,0.99989,0.01662,7,223,0,-690.123,0.847146,0.815772,1.09448,1.01377,0.872204,1.20774,0.096305,0.0794808
694.449,0.998451,0.0167219,7,223,0,-690.029,0.855314,0.830357,1.12424,1.01943,0.891786,1.25767,0.0920654,0.0737403
693.928,0.999578,0.0167981,6,63,0,-691.93,0.874944,0.81856,1.11446,1.01498,0.889183,1.2205,0.093848,0.0726283
694.047,0.995956,0.0168946,5,31,0,-688.979,0.851237,0.830018,1.11025,1.02712,0.889663,1.24752,0.0931528,0.0733279
693.819,0.999758,0.0169258,6,95,0,-691.908,0.854867,0.833989,1.1077,1.02894,0.887191,1.248,0.093177,0.0735109
695.654,0.998042,0.0170256,5,63,0,-690.597,0.871342,0.838461,1.11623,1.01726,0.897264,1.23696,0.0922052,0.0732906
695.662,0.999022,0.0170944,8,351,0,-693.469,0.823398,0.767006,1.07267,0.978279,0.843294,1.18264,0.10328,0.0743301
693.73,0.996617,0.017181,5,31,0,-692.252,0.823862,0.764295,1.06179,0.969015,0.852917,1.16898,0.104765,0.0740093
691.946,0.980312,0.0172238,8,511,0,-688.112,0.969944,0.95136,1.26375,1.14421,1.03084,1.37736,0.0654026,0.0742263
692.854,0.998658,0.016971,5,31,0,-690.131,0.964078,0.957744,1.24297,1.13251,1.03689,1.3923,0.0661758,0.0746963
693.436,0.999531,0.0170499,5,31,0,-689.136,0.968757,0.943418,1.25139,1.12953,1.01683,1.36485,0.067156,0.0753482
692.874,0.999758,0.0171446,7,255,0,-688.89,0.923707,0.88152,1.20186,1.08665,0.956058,1.30689,0.0769535,0.0740387
692.729,0.997942,0.0172435,7,223,0,-686.172,0.883055,0.845324,1.16783,1.05405,0.911035,1.27582,0.0855666,0.0737851
689.398,0.98522,0.0173096,8,287,0,-686.8,0.86038,0.832772,1.08261,0.994971,0.877607,1.22919,0.0947763,0.0789973
692.927,1,0.0171448,5,63,0,-687.262,0.835507,0.791031,1.10059,1.0019,0.860705,1.20262,0.0975094,0.0776206
693.563,0.999879,0.0172474,7,191,0,-687.048,0.847945,0.783433,1.08869,0.982676,0.856607,1.21853,0.0979805,0.0747986
693.029,0.986612,0.017348,5,63,0,-690.901,0.84146,0.792558,1.10066,1.00072,0.866351,1.21055,0.0960371,0.0749023
692,0.999717,0.0172082,5,31,0,-690.804,0.848186,0.784578,1.09449,1.0094,0.861862,1.21054,0.100196,0.0746092
692.293,0.995823,0.0173052,5,63,0,-686.922,0.843571,0.783132,1.09942,1.00579,0.866127,1.20132,0.100344,0.0747327
691.479,0.998269,0.0173317,5,31,0,-686.036,0.847126,0.803835,1.09261,0.994185,0.876073,1.18957,0.0974174,0.0751484
691.208,0.989222,0.0174025,5,31,0,-687.199,0.848551,0.781693,1.09242,0.98368,0.859657,1.22061,0.101309,0.0747498
693.494,0.998772,0.0173094,5,63,0,-688.481,0.844344,0.807142,1.10105,0.991597,0.856897,1.20561,0.100369,0.0737852
693.433,0.989129,0.0173887,6,95,0,-686.01,0.84325,0.81971,1.09085,0.997188,0.863513,1.20374,0.0970315,0.0739163
693.955,0.999956,0.0172941,7,159,0,-691.1,0.844353,0.786551,1.08,0.983693,0.868886,1.20727,0.0984775,0.0753541
691.609,0.953173,0.0173943,4,15,0,-688.503,0.844807,0.784292,1.09047,0.987139,0.870199,1.20803,0.101875,0.0752304
694.707,0.997493,0.0166677,7,191,0,-687.868,0.870235,0.810938,1.11925,1.01808,0.900144,1.2269,0.0934352,0.073056
694.326,0.999167,0.0167219,5,31,0,-693.416,0.867971,0.806763,1.12207,1.01538,0.901027,1.22654,0.0935838,0.0731332
694.497,0.999859,0.0168052,7,191,0,-692.327,0.843206,0.822911,1.08953,1.00182,0.858765,1.21903,0.0974408,0.0746928
694.762,0.999497,0.0169005,6,95,0,-693.341,0.851497,0.783203,1.10385,0.994777,0.869814,1.21456,0.0983019,0.073742
690.068,0.994604,0.0169897,8,415,0,-687.935,0.780311,0.746895,1.01104,0.939073,0.776063,1.11392,0.115401,0.0791096
690.697,0.999349,0.0169933,5,31,0,-686.472,0.783905,0.703725,1.00597,0.938699,0.782697,1.14815,0.114011,0.0793469
692.542,0.998968,0.0170799,7,191,0,-687.431,0.75223,0.700022,0.983253,0.889398,0.729661,1.08608,0.122889,0.0714221
693.062,0.997361,0.0171598,8,511,0,-690.296,0.841906,0.773326,1.10024,0.997081,0.8718,1.20845,0.0987388,0.078323
692.977,0.999824,0.0172114,5,63,0,-691.791,0.844704,0.772999,1.09726,0.99877,0.868026,1.20089,0.0992666,0.0780933
694.75,0.976492,0.0173065,8,479,0,-684.573,0.975865,0.956113,1.24735,1.14071,1.0428,1.37722,0.0646754,0.0738132
694.946,0.998437,0.0169919,5,31,0,-693.373,0.966673,0.956236,1.24828,1.1271,1.04412,1.38282,0.0641776,0.0737368
694.217,0.993401,0.0170615,4,31,0,-688.16,0.963415,0.969922,1.24393,1.12907,1.02943,1.38582,0.0652095,0.073684
695.737,0.999087,0.0170433,8,319,0,-690.28,0.920679,0.904795,1.19348,1.07952,0.972158,1.31609,0.0775282,0.0717612
691.156,0.981607,0.017124,5,31,0,-686.529,0.912882,0.895419,1.21086,1.07965,0.967382,1.30492,0.0767893,0.071535
692.146,0.999966,0.0169017,5,63,0,-688.224,0.930199,0.91146,1.17727,1.08492,0.964528,1.33111,0.0756209,0.0703223
693.459,1,0.0169966,5,31,0,-690.537,0.919907,0.887219,1.20429,1.0803,0.972137,1.30789,0.0780305,0.0708044
693.752,0.999257,0.0170923,5,31,0,-691.195,0.924224,0.88711,1.20663,1.07677,0.969208,1.32068,0.0768288,0.0711115
693.283,0.999122,0.0171752,8,415,0,-689.413,0.890504,0.878745,1.16346,1.05945,0.957664,1.28562,0.0829471,0.0695303
693.641,0.999553,0.0172559,5,31,0,-691.458,0.908609,0.857051,1.16075,1.05888,0.928844,1.28344,0.0835821,0.0690879
695.006,0.994191,0.0173442,8,383,0,-690.082,0.81122,0.771471,1.06038,0.962371,0.834826,1.17371,0.106656,0.0731796
693.954,0.999666,0.0173385,5,63,0,-692.29,0.831773,0.752038,1.05548,0.968672,0.829373,1.18058,0.105586,0.072283
694.451,0.999934,0.0174287,6,127,0,-691.536,0.838762,0.770104,1.06373,0.97643,0.847601,1.19187,0.102443,0.0765053
694.197,0.99854,0.0175237,7,255,0,-692.023,0.86875,0.835112,1.10564,1.01349,0.886347,1.242,0.0930097,0.0782143
693.035,0.98782,0.0175943,5,31,0,-690.75,0.869195,0.823163,1.13395,1.01189,0.875477,1.24323,0.0933442,0.0781007
689.048,0.980697,0.0174758,5,63,0,-684.021,0.870612,0.813225,1.12275,1.02668,0.896629,1.21246,0.0920961,0.0794943
691.145,1,0.0172349,4,15,0,-688.549,0.872037,0.81986,1.11998,1.02688,0.898336,1.22036,0.0942719,0.0794882
692.523,0.997097,0.0173294,7,159,0,-687.667,0.864923,0.814697,1.11068,1.01984,0.886051,1.21451,0.0962877,0.0730806
693.285,0.999949,0.0173736,5,63,0,-691.13,0.86611,0.831186,1.11293,1.00866,0.886572,1.25665,0.0939703,0.0735026
691.691,0.996681,0.0174673,7,191,0,-689.616,0.905972,0.87462,1.1701,1.0636,0.937096,1.26806,0.0817684,0.0764622
694.563,0.99994,0.0175041,5,31,0,-688.911,0.891599,0.859978,1.15036,1.04926,0.925795,1.28406,0.0836998,0.0757338
694.509,0.999673,0.0175978,6,95,0,-692.356,0.87786,0.858333,1.14324,1.04143,0.921857,1.26421,0.0861309,0.0757605
693.846,0.999467,0.017687,6,95,0,-691.448,0.872295,0.842841,1.14921,1.04638,0.903661,1.26664,0.0889633,0.0734954
694.681,0.986862,0.0177727,5,31,0,-690.099,0.881733,0.860136,1.13679,1.0282,0.90772,1.2739,0.0883539,0.0737806
693.632,0.999659,0.0176365,8,287,0,-691.41,0.797151,0.759728,1.02989,0.953395,0.797931,1.14229,0.110624,0.074644
692.367,0.992518,0.017725,5,31,0,-688.97,0.780849,0.74446,1.03999,0.956657,0.813283,1.15032,0.110977,0.0742334
691.723,0.999236,0.0176881,5,31,0,-688.368,0.812546,0.754206,1.02201,0.937883,0.787209,1.15243,0.111752,0.073558
693.272,0.997044,0.0177689,5,63,0,-685.915,0.79814,0.748459,1.05216,0.955945,0.832556,1.15901,0.109205,0.0724533
693.691,0.996501,0.0178112,5,31,0,-690.009,0.81734,0.745029,1.03882,0.941484,0.807616,1.1562,0.109833,0.0724375
692.976,0.9991,0.0178439,6,127,0,-691.359,0.809284,0.73943,1.03275,0.931402,0.793946,1.13655,0.112274,0.075742
691.214,0.973281,0.0179222,5,31,0,-689.513,0.808472,0.738532,1.03197,0.937602,0.794087,1.13622,0.113933,0.0756637
692.249,0.998965,0.0175492,6,127,0,-686.321,0.763277,0.701883,1.00304,0.894839,0.76059,1.09446,0.121259,0.0738798
691.488,0.991935,0.0176239,7,159,0,-687.202,0.765052,0.696024,0.999408,0.929604,0.74777,1.12494,0.118683,0.0718282
693.925,0.999634,0.017577,5,31,0,-688.98,0.774442,0.704651,1.0038,0.924371,0.779003,1.1146,0.117901,0.0722627
693.841,0.99387,0.017663,5,31,0,-692.029,0.780092,0.701183,1.00841,0.910656,0.757661,1.1194,0.117902,0.0720108
689.554,0.991777,0.0176493,7,223,0,-685.895,0.749167,0.646969,0.959773,0.857735,0.70316,1.06427,0.128326,0.073292
688.87,0.988508,0.0175995,6,127,0,-682.695,0.735288,0.689634,0.972409,0.911159,0.757353,1.10822,0.121975,0.0741908
690.496,0.987338,0.0174938,5,63,0,-681.706,0.763283,0.677358,0.974408,0.890219,0.707656,1.09452,0.122916,0.0749022
690.496,0,0.277907,0,1,1,-686.294,0.763283,0.677358,0.974408,0.890219,0.707656,1.09452,0.122916,0.0749022
690.496,0,0.451921,0,1,1,-685.609,0.763283,0.677358,0.974408,0.890219,0.707656,1.09452,0.122916,0.0749022
694.847,0.999918,0.0250416,7,159,0,-687.548,0.876204,0.847607,1.14641,1.03589,0.912154,1.27406,0.0887522,0.0721559
695.386,0.976152,0.0135754,4,15,0,-691.775,0.875522,0.848231,1.14512,1.03594,0.91283,1.27324,0.0882628,0.0721618
693.834,0.998326,0.00865937,8,447,0,-690.629,0.853625,0.830754,1.11257,1.00664,0.881044,1.24384,0.0935532,0.0702351
693.694,0.997879,0.00672339,9,639,0,-691.095,0.876604,0.857324,1.14822,1.0297,0.911723,1.25578,0.0874995,0.071576
694.856,0.99994,0.00569521,9,767,0,-691.618,0.848662,0.804383,1.09635,0.995834,0.86642,1.20206,0.0974514,0.0727081
694.081,0.999889,0.00515454,8,383,0,-691.497,0.850686,0.812751,1.09565,1.00059,0.866185,1.1992,0.0983076,0.0765373
693.635,0.999814,0.00486443,8,383,0,-689.885,0.833828,0.819472,1.10184,0.998298,0.858709,1.2232,0.0973781,0.0758221
693.848,0.999572,0.00472951,7,127,0,-690.225,0.838564,0.791524,1.11105,1.00474,0.872714,1.2144,0.0966848,0.0753898
693.629,0.999525,0.00469633,7,127,0,-688.329,0.86625,0.808395,1.11091,0.996116,0.864917,1.21373,0.0963184,0.0748169
692.286,0.999904,0.00473831,7,127,0,-689.597,0.856895,0.831802,1.09066,1.01725,0.859039,1.23072,0.0955633,0.0746048
693.313,0.999858,0.00484387,9,767,0,-688.203,0.917882,0.87688,1.19804,1.06549,0.966871,1.29795,0.0794366,0.0751895
688.65,0.991797,0.00499523,5,31,0,-685.979,0.914624,0.876022,1.18995,1.07065,0.970595,1.29167,0.0768674,0.0753289
688.054,0.999013,0.00505679,7,255,0,-682.471,0.907902,0.889154,1.16716,1.0639,0.942734,1.31018,0.0842251,0.071856
688.584,0.999999,0.00526224,5,63,0,-685.962,0.910164,0.870058,1.16259,1.06078,0.942219,1.29926,0.078848,0.0713874
694.596,0.999844,0.00551273,5,47,0,-686.452,0.916412,0.871344,1.16749,1.06184,0.935627,1.30172,0.0814995,0.0712837
692.567,0.994671,0.00578743,6,63,0,-687.541,0.895922,0.875877,1.16819,1.07981,0.952501,1.3097,0.0813109,0.0711777
695.26,0.999018,0.00599226,8,447,0,-688.87,0.907266,0.862127,1.16528,1.05915,0.937775,1.28043,0.0837082,0.0765514
694.955,0.993968,0.00629525,8,351,0,-689.006,0.908513,0.866257,1.17889,1.07186,0.946726,1.29022,0.0810729,0.0739718
694.815,0.999974,0.00651989,9,767,0,-693.407,0.873327,0.812418,1.11027,1.01856,0.89343,1.24836,0.0925991,0.0719407
695.748,0.999919,0.00687819,9,895,0,-692.519,0.929811,0.910991,1.19345,1.09225,0.984551,1.32124,0.075366,0.0726196
694.633,0.999025,0.00725563,8,319,0,-691.016,0.954331,0.947003,1.23994,1.13206,1.0254,1.37613,0.0661584,0.0748969
694.74,0.995861,0.00763287,7,255,0,-691.432,0.957198,0.935144,1.22086,1.10969,1.02226,1.36136,0.0699794,0.0751437
693.458,0.994979,0.00795469,5,63,0,-690.999,0.948974,0.942151,1.21029,1.12171,1.02218,1.35338,0.0699583,0.0752868
693.339,0.999702,0.00826709,6,63,0,-690.192,0.945582,0.957589,1.21829,1.10776,1.00668,1.35444,0.0703336,0.075467
688.76,0.996566,0.00870468,9,511,0,-684.869,1.09184,1.10004,1.40208,1.26871,1.22186,1.5468,0.0300949,0.0775937
689.009,0.999448,0.00907927,6,127,0,-685.694,1.09585,1.11468,1.38785,1.25943,1.17677,1.53499,0.0337862,0.0764578
684.125,0.997508,0.00954101,6,63,0,-681.575,1.07442,1.13582,1.37952,1.23417,1.18398,1.52422,0.0352222,0.076691
686.276,0.991577,0.00996532,6,63,0,-677.887,1.09966,1.08789,1.37842,1.27495,1.1881,1.5237,0.0329919,0.076431
688.19,0.996929,0.0102338,5,63,0,-681.747,1.06714,1.11204,1.39066,1.25753,1.20072,1.53201,0.03336,0.0769995
691.541,0.99811,0.0106588,9,767,0,-684.915,0.771075,0.6995,0.986609,0.907675,0.762044,1.09129,0.119604,0.0706268
692.605,0.999999,0.0111289,6,63,0,-689.635,0.770488,0.715737,1.01133,0.912442,0.766171,1.1021,0.117812,0.0710186
688.118,0.984701,0.0116697,5,31,0,-685.26,0.761602,0.701812,1.02075,0.919028,0.796414,1.12396,0.118037,0.0710046
693.295,0.999783,0.0117405,9,671,0,-680.501,0.891543,0.84021,1.14453,1.05543,0.945434,1.29011,0.084535,0.0742127
692.365,0.982237,0.0122871,5,31,0,-684.292,0.897213,0.847131,1.14339,1.03982,0.950826,1.27569,0.0842073,0.0742483
692.352,0.999856,0.0122736,6,127,0,-688.203,0.912363,0.880388,1.1661,1.06437,0.978078,1.30278,0.0820393,0.0716947
694.821,0.999656,0.0128306,9,703,0,-688.399,0.799698,0.727603,1.03003,0.944941,0.789703,1.15159,0.112057,0.0761288
695.294,0.999488,0.0133949,5,31,0,-693.068,0.793489,0.733882,1.02751,0.945535,0.800896,1.14912,0.11148,0.0759285
694.096,0.988809,0.0139667,5,47,0,-691.255,0.784426,0.732917,1.04136,0.93699,0.793017,1.15416,0.111723,0.0753905
693.634,0.999868,0.0141636,7,191,0,-692.734,0.795628,0.728008,1.0108,0.937262,0.791802,1.1334,0.113636,0.071502
692.817,0.993295,0.0147622,5,31,0,-689.486,0.774848,0.726961,1.02347,0.934453,0.766507,1.14596,0.114158,0.0718967
694.347,0.998955,0.0151244,8,319,0,-689.782,0.923134,0.875191,1.17042,1.05987,0.9565,1.30864,0.08013,0.0761736
693.188,0.993397,0.0157058,5,31,0,-690.412,0.906186,0.881592,1.18604,1.05614,0.975214,1.29835,0.0806624,0.0760166
693.289,0.991784,0.0160769,5,63,0,-689.343,0.919493,0.901422,1.18154,1.06166,0.953587,1.29223,0.08099,0.0764032
693.584,0.999159,0.0163839,5,63,0,-690.296,0.912636,0.887903,1.17601,1.04791,0.946047,1.29093,0.0815122,0.0763101
692.857,0.980752,0.0169903,5,31,0,-690.229,0.899265,0.858812,1.17231,1.06869,0.940354,1.28446,0.0844589,0.0771022
693.414,0.997979,0.0168446,5,63,0,-689.618,0.908016,0.885878,1.16651,1.06217,0.948361,1.30045,0.0831974,0.0781486
693.021,0.998651,0.017401,5,31,0,-690.362,0.912896,0.863258,1.16814,1.05082,0.942588,1.30701,0.0823568,0.0783155
692.543,0.997449,0.0179934,5,31,0,-689.933,0.895518,0.891967,1.16551,1.07119,0.942881,1.28127,0.0821175,0.0783396
689.471,0.992696,0.0185418,5,31,0,-687.496,0.904226,0.847149,1.15781,1.03439,0.937234,1.30401,0.0845872,0.0796807
691.289,0.999428,0.0188849,5,31,0,-687.181,0.904979,0.847659,1.16544,1.057,0.934357,1.26261,0.0848463,0.0796856
691.105,0.99635,0.0195301,7,191,0,-687.703,0.819366,0.794564,1.09155,0.975102,0.841987,1.17346,0.102386,0.0757048
692.083,0.999894,0.0200421,6,95,0,-689.108,0.82815,0.748086,1.04454,0.965205,0.826755,1.19087,0.10628,0.0759067
692.185,1,0.0207255,5,31,0,-691.088,0.797981,0.768055,1.0651,0.95946,0.818592,1.1527,0.107657,0.0762959
691.786,0.961098,0.0214249,4,15,0,-688.78,0.800581,0.762576,1.06446,0.965696,0.813984,1.15836,0.109144,0.0762323
691.94,0.99735,0.0202663,5,31,0,-689.185,0.825156,0.74763,1.04543,0.959557,0.835273,1.18792,0.106991,0.0761658
692.625,0.997917,0.0208134,5,31,0,-687.945,0.800463,0.747491,1.06658,0.966865,0.813334,1.15677,0.107798,0.0765378
691.359,0.977479,0.0213923,4,31,0,-689.329,0.810747,0.759922,1.02068,0.94754,0.815226,1.16982,0.108544,0.076744
689.245,0.943285,0.0209991,6,127,0,-685.342,0.783637,0.731837,1.04968,0.942902,0.783211,1.13505,0.114707,0.0757206
693.1,0.993563,0.0191122,6,95,0,-685.544,0.804743,0.745169,1.02856,0.936697,0.809736,1.16859,0.110544,0.0741517
693.251,0.999542,0.0194482,5,31,0,-690.435,0.786278,0.758068,1.04073,0.951278,0.79669,1.14548,0.111334,0.0737515
694.036,0.99802,0.0200437,5,31,0,-689.724,0.808593,0.75088,1.03025,0.94167,0.796173,1.16315,0.110536,0.0743026
693.657,0.99548,0.0205791,7,191,0,-689.095,0.935502,0.901922,1.19869,1.08783,0.990405,1.30708,0.0764374,0.073323
692.736,0.92865,0.0210037,6,119,0,-687.667,0.942219,0.92685,1.21875,1.10979,0.993428,1.34737,0.0692109,0.0750513
691.643,0.973944,0.0185613,7,255,0,-687.528,0.849977,0.8065,1.10225,1.01099,0.864061,1.22202,0.0990968,0.0725089
690.698,0.998053,0.0180932,6,79,0,-688.473,0.846482,0.816525,1.10835,1.0077,0.859308,1.22511,0.0936224,0.0731795
692.267,0.994615,0.0185673,5,63,0,-686.508,0.847888,0.792695,1.09513,0.991513,0.877276,1.22786,0.0994646,0.0721287
691.679,0.991578,0.0189079,7,191,0,-684.313,0.786295,0.736992,0.999707,0.930179,0.789305,1.13976,0.114762,0.0710917
691.076,0.930684,0.0191259,5,63,0,-686.378,0.785418,0.728753,1.03325,0.927866,0.792649,1.12527,0.115638,0.0705483
691.894,0.998166,0.0170285,5,63,0,-688.084,0.799228,0.736483,1.02506,0.951621,0.793201,1.16217,0.109172,0.0711008
693.251,0.99999,0.0174656,5,31,0,-690.334,0.794814,0.733101,1.04223,0.935183,0.803029,1.13475,0.112469,0.0713447
694.162,0.995958,0.0179747,4,15,0,-691.785,0.791309,0.733054,1.03803,0.934093,0.801746,1.14049,0.111723,0.0713237
695.201,0.997696,0.018338,7,255,0,-691.845,0.844699,0.799017,1.09504,1.00649,0.87831,1.22744,0.0961445,0.0725009
691.417,0.98689,0.0187691,4,15,0,-690.392,0.850166,0.798208,1.09113,0.993475,0.884752,1.24472,0.0970882,0.0727235
695.465,1,0.0187852,4,15,0,-689.918,0.848946,0.809105,1.1005,1.00928,0.858374,1.22076,0.0969734,0.072402
693.573,0.995676,0.0193054,7,255,0,-692.067,0.852856,0.779227,1.08771,0.986577,0.877587,1.20964,0.0990747,0.0730327
693.636,0.970554,0.01966,5,31,0,-688.743,0.845876,0.797497,1.10815,1.01306,0.853739,1.2124,0.0970883,0.073142
692.985,0.998415,0.019031,4,15,0,-691.829,0.841515,0.793035,1.11345,1.00708,0.850636,1.2142,0.0977904,0.0730931
694.063,0.979172,0.0194805,6,95,0,-689.222,0.839574,0.805633,1.09038,1.00374,0.878944,1.21073,0.0987575,0.070937
693.535,0.975047,0.0191858,5,31,0,-683.358,0.855127,0.823568,1.09695,0.994747,0.877638,1.22528,0.0975246,0.0711928
693.743,0.999996,0.0187427,6,95,0,-692.006,0.87158,0.827717,1.11258,1.00894,0.884503,1.24054,0.0922476,0.0701297
693.842,0.996799,0.0192339,4,15,0,-692.021,0.872553,0.82713,1.11552,1.00593,0.886981,1.24612,0.0933731,0.0700396
694.388,0.999051,0.0196079,8,287,0,-690.211,0.795955,0.744633,1.03938,0.955319,0.819134,1.16937,0.10884,0.0726857
693.448,0.990239,0.0200714,8,303,0,-689.559,0.937464,0.901609,1.18523,1.09042,0.981505,1.3371,0.0757421,0.0782429
694.528,0.99958,0.020191,8,383,0,-691.17,0.815081,0.753575,1.051,0.962641,0.826289,1.1602,0.107883,0.0711096
694.17,0.990631,0.0206781,7,191,0,-692.239,0.804012,0.746724,1.0377,0.946661,0.820512,1.14772,0.109132,0.0731302
693.766,0.998945,0.020809,5,63,0,-691.238,0.798683,0.74736,1.02576,0.954521,0.811603,1.16535,0.109721,0.0723651
693.918,0.995668,0.0212735,6,95,0,-690.471,0.779146,0.725385,1.03312,0.939049,0.773334,1.13236,0.114005,0.0748976
690.746,0.988256,0.0216067,6,95,0,-687.832,0.758391,0.682596,0.959599,0.873942,0.716716,1.08619,0.125213,0.0749884
690.014,0.966669,0.0216336,6,79,0,-684.804,0.791443,0.684045,1.00225,0.910493,0.75548,1.12641,0.117882,0.0764229
691.917,0.935684,0.020793,6,95,0,-683.923,0.814912,0.732118,1.06609,0.961799,0.824713,1.15914,0.10649,0.074949
693.158,0.99516,0.0188586,5,63,0,-688.779,0.807069,0.762812,1.0342,0.954197,0.801971,1.17307,0.109656,0.0759902
690.968,0.980884,0.0191337,6,95,0,-689.267,0.798405,0.746378,1.04019,0.962457,0.828026,1.17961,0.109548,0.0736184
693.435,1,0.018899,5,31,0,-689.458,0.81587,0.749738,1.05535,0.949423,0.803519,1.14981,0.108166,0.0745736
693.901,0.994248,0.0193419,7,255,0,-688.839,0.892773,0.850918,1.12696,1.03816,0.92142,1.28053,0.0876701,0.0744962
693.322,0.990442,0.0195802,7,223,0,-691.436,0.870521,0.831901,1.09838,1.01554,0.888131,1.24713,0.0922852,0.0759434
691.364,0.997615,0.0196795,7,255,0,-688.436,0.901172,0.896784,1.20316,1.07944,0.963943,1.30554,0.0776293,0.0763254
693.903,0.992059,0.0200385,7,159,0,-687.619,0.91428,0.862843,1.1505,1.0545,0.93911,1.2832,0.0843808,0.0768804
693.317,0.998679,0.0201936,7,223,0,-687.417,0.971433,0.951205,1.25372,1.12787,1.05993,1.38435,0.0633345,0.0759706
694.363,0.995908,0.0205933,7,191,0,-691.008,0.956885,0.941231,1.22368,1.11038,0.998222,1.35276,0.0706678,0.0762513
693.215,0.994966,0.0208909,4,15,0,-691.648,0.938308,0.934393,1.2267,1.11736,1.00201,1.36796,0.0694512,0.0763839
693.356,0.99239,0.0211527,7,159,0,-689.928,0.976265,0.932579,1.24265,1.12032,1.02697,1.36339,0.0667624,0.0757736
692.033,0.985395,0.0213152,6,95,0,-689.799,0.946873,0.962918,1.22267,1.12667,1.02015,1.37043,0.0680787,0.0769765
691.425,0.999812,0.021209,4,15,0,-689.959,0.947342,0.968322,1.22143,1.12416,1.02114,1.37019,0.0680157,0.0770311
693.238,0.993404,0.0216518,5,31,0,-688.412,0.97053,0.936874,1.2554,1.12425,1.02442,1.36832,0.0656292,0.0763683
693.678,0.994335,0.0218487,4,31,0,-691.818,0.969543,0.934896,1.23683,1.12107,1.03035,1.38158,0.0670361,0.0765107
693.275,0.985837,0.0220806,5,31,0,-692.386,0.962929,0.959193,1.24038,1.13014,1.02673,1.36362,0.0677739,0.0765084
694.703,0.993837,0.0219801,5,31,0,-690.277,0.970343,0.949149,1.24916,1.12693,1.03577,1.37931,0.0643671,0.0763568
695.132,0.991978,0.0221887,8,255,0,-690.341,0.857679,0.828657,1.1225,1.01735,0.88733,1.23176,0.0925964,0.072298
694.589,0.975614,0.0223234,5,63,0,-692.673,0.865059,0.809393,1.10677,1.01353,0.893299,1.24262,0.0925592,0.073059
692.864,0.987144,0.0218256,4,23,0,-691.01,0.860653,0.833617,1.12028,1.01881,0.885718,1.21592,0.0948987,0.0728462
693.362,0.994507,0.0217723,5,31,0,-690.518,0.861583,0.829263,1.12381,1.01373,0.877279,1.2171,0.0938114,0.0728522
689.259,0.997856,0.0219962,8,511,0,-684.233,0.72399,0.625742,0.959261,0.867262,0.692442,1.06162,0.129819,0.0806402
689.478,0.999551,0.0223479,4,31,0,-687.435,0.714804,0.656604,0.924282,0.850512,0.696244,1.03945,0.132639,0.0808856
