# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
691.511,1,0.017697,5,47,0,-688.524,0.886518,0.837534,1.15812,1.04704,0.948329,1.27047,0.0854363,0.0803506
690.898,0.999906,0.0178719,7,255,0,-688.874,0.919386,0.906432,1.17049,1.06889,0.938337,1.31114,0.0802681,0.0807481
691.708,0.999644,0.0180453,5,31,0,-689.367,0.90517,0.866084,1.1825,1.0699,0.979684,1.2985,0.0803934,0.0797218
692.831,0.999717,0.0182133,5,63,0,-689.814,0.914451,0.887484,1.16666,1.06762,0.944237,1.30402,0.0811339,0.0811864
693.857,0.987912,0.0183836,7,239,0,-689.006,0.872622,0.820889,1.12193,1.02699,0.900276,1.24804,0.0916865,0.0804429
689.407,0.976632,0.0182792,4,15,0,-687.986,0.887764,0.828504,1.11398,1.01174,0.876915,1.25547,0.0926113,0.0807678
691.149,0.992954,0.0179182,5,31,0,-687.326,0.860691,0.835116,1.13039,1.0384,0.916749,1.23736,0.090654,0.0804376
693.781,0.999284,0.0179308,7,159,0,-688.674,0.849049,0.79206,1.07984,0.979301,0.847697,1.2184,0.0997676,0.0741412
693.657,0.998888,0.0180866,5,63,0,-691.333,0.844926,0.788502,1.08419,0.984218,0.833019,1.21687,0.0998916,0.0744445
692.611,0.99538,0.0182338,3,7,0,-692.523,0.846303,0.787206,1.08326,0.98381,0.831032,1.21996,0.0995938,0.0744915
695.012,0.974905,0.0183006,4,31,0,-687.601,0.834446,0.780619,1.08766,0.97998,0.862703,1.20684,0.101279,0.0743748
693.103,0.97412,0.0179025,6,119,0,-688.357,0.829301,0.784136,1.10624,0.982344,0.854705,1.20393,0.100122,0.0754047
692.491,0.996171,0.0174971,5,31,0,-687.629,0.844385,0.811553,1.09367,0.971706,0.858023,1.21347,0.0993008,0.0748099
693.072,0.961153,0.0175788,5,31,0,-688.535,0.833124,0.801246,1.07569,0.991652,0.862708,1.20793,0.101877,0.0746433
693.382,0.996413,0.0169073,5,31,0,-691.156,0.831649,0.807304,1.08815,0.985937,0.855523,1.20537,0.0981932,0.0747769
695.757,0.995839,0.0169916,5,63,0,-688.778,0.836476,0.801893,1.09156,0.997766,0.856624,1.21303,0.0993618,0.0746325
694.635,0.981342,0.0170636,7,191,0,-689.93,0.863521,0.817248,1.12838,1.02576,0.901951,1.25238,0.0905971,0.0719091
692.269,0.994104,0.0168308,5,31,0,-689.312,0.867101,0.823769,1.13773,1.02645,0.873851,1.23842,0.0931464,0.0715683
693.31,0.998843,0.0168654,5,63,0,-688.901,0.876101,0.829273,1.11413,1.01004,0.908701,1.25773,0.0922913,0.0727231
691.253,0.997516,0.0169987,6,127,0,-688.113,0.878003,0.861105,1.16377,1.0335,0.915382,1.29054,0.0866641,0.0739661
694.329,0.995666,0.0171044,5,31,0,-687.322,0.90007,0.84546,1.14212,1.04594,0.91672,1.2747,0.0876886,0.0738694
694.61,0.999995,0.017171,6,111,0,-692.145,0.882096,0.855267,1.1465,1.05071,0.92806,1.28007,0.087147,0.0767886
690.925,0.955111,0.017329,4,31,0,-686.703,0.888447,0.852765,1.15722,1.03471,0.920771,1.27506,0.0838419,0.0764751
693.574,1,0.0165535,5,31,0,-689.081,0.899134,0.877437,1.1486,1.06448,0.94129,1.28434,0.0849862,0.0762179
694.215,0.995309,0.0167061,5,63,0,-688.314,0.895279,0.878255,1.14944,1.06041,0.954059,1.28702,0.0828474,0.0764613
693.311,0.982336,0.0167631,5,31,0,-691.677,0.906137,0.871448,1.17597,1.05484,0.932404,1.29273,0.0843191,0.0759742
693.758,0.998115,0.0165565,6,127,0,-689.395,0.915824,0.869794,1.18969,1.06606,0.95065,1.29156,0.0810601,0.0724153
694.87,0.997149,0.0166693,5,31,0,-691.576,0.911669,0.873845,1.18427,1.0601,0.947639,1.30143,0.0802365,0.0725522
693.146,0.99906,0.0167626,7,159,0,-691.593,0.899315,0.849805,1.13314,1.05607,0.916903,1.27231,0.0869033,0.0770053
692.357,0.987952,0.0168948,5,63,0,-688.948,0.903615,0.844634,1.14532,1.04737,0.910561,1.26562,0.0853594,0.0775652
694.429,0.999157,0.0168005,6,95,0,-688.693,0.883216,0.868423,1.15926,1.0442,0.941944,1.28443,0.0843954,0.0761081
695.344,0.997689,0.016934,7,191,0,-692.683,0.910004,0.893828,1.17323,1.07738,0.959206,1.30531,0.0805519,0.0733856
692.85,0.988078,0.0170377,5,31,0,-689.463,0.923307,0.866344,1.17535,1.08243,0.953662,1.31662,0.078179,0.0734962
693.413,0.999285,0.0169447,8,319,0,-690.15,0.869734,0.799462,1.10989,1.01973,0.876526,1.22719,0.0947249,0.0708722
693.412,0.984092,0.0170802,7,159,0,-686.486,0.899682,0.854098,1.17016,1.04634,0.935371,1.29753,0.0824901,0.0731316
693.382,0.999979,0.0169059,5,63,0,-691.619,0.902364,0.856599,1.16987,1.04526,0.934692,1.29979,0.0824839,0.0731195
695.198,0.999994,0.0170544,6,95,0,-691.313,0.911544,0.872007,1.15708,1.05554,0.935481,1.28996,0.0839352,0.0738426
694.552,0.996524,0.0172037,5,31,0,-693.19,0.898504,0.884341,1.16232,1.04774,0.95077,1.2895,0.0822853,0.0738078
694.932,0.992826,0.0172821,5,31,0,-687.963,0.914467,0.877769,1.16978,1.07879,0.945366,1.29983,0.0799069,0.0740429
694.185,0.998194,0.0172842,6,127,0,-692.887,0.893879,0.847656,1.14095,1.0558,0.915241,1.28309,0.0852853,0.0750465
694.064,0.996458,0.0173964,7,159,0,-692.135,0.900229,0.860165,1.16239,1.04072,0.933243,1.27522,0.084045,0.0709317
695.417,0.991238,0.0174729,4,31,0,-686.137,0.893538,0.858871,1.15922,1.05204,0.936197,1.27069,0.0851115,0.0709731
693.116,0.989188,0.0174412,4,15,0,-690.199,0.901177,0.868637,1.13932,1.05599,0.92342,1.29076,0.0846199,0.070679
692.767,0.99295,0.0173674,5,31,0,-689.866,0.894507,0.867315,1.17067,1.05785,0.94744,1.26957,0.0842851,0.069964
689.477,0.997228,0.0173708,5,31,0,-688.434,0.911708,0.890052,1.15883,1.06266,0.922281,1.31464,0.0818437,0.0699287
691.825,0.972677,0.0174615,6,127,0,-680.871,0.939216,0.921432,1.20401,1.09017,0.970245,1.35105,0.0750768,0.0732025
692.576,0.998635,0.0170536,4,15,0,-690.619,0.941266,0.924785,1.1979,1.09143,0.970259,1.34196,0.0725797,0.0731736
694.84,0.999946,0.0171708,7,191,0,-691.011,0.890374,0.846064,1.14744,1.04658,0.935382,1.27439,0.0849445,0.0715557
689.408,0.994175,0.0173147,7,159,0,-684.37,0.861398,0.782419,1.1304,1.02357,0.878644,1.23549,0.0942576,0.0784769
689.963,0.999988,0.0173418,5,31,0,-686.134,0.855082,0.778994,1.10811,1.0137,0.884904,1.24831,0.0943541,0.0784999
692.46,0.993993,0.0174868,5,31,0,-686.68,0.862322,0.820473,1.11766,1.01148,0.859048,1.21533,0.0954237,0.0782093
693.499,0.999701,0.0175097,5,31,0,-689.403,0.855301,0.832327,1.09889,1.01087,0.887184,1.24652,0.094091,0.0774097
694.343,0.996964,0.017649,6,127,0,-690.176,0.868975,0.851776,1.11732,1.02857,0.905769,1.25617,0.0911471,0.0719413
691.077,0.989293,0.0177323,5,31,0,-689.563,0.863407,0.859953,1.11699,1.01693,0.897002,1.26007,0.0901393,0.0717545
690.757,0.999104,0.017658,6,127,0,-684.618,0.900613,0.82476,1.15541,1.05159,0.916914,1.25803,0.087428,0.0728956
689.27,0.998484,0.0177846,5,31,0,-687.048,0.90719,0.821727,1.16074,1.04588,0.92235,1.26215,0.0859812,0.073101
692.719,0.99067,0.0178986,7,159,0,-685.085,0.88503,0.856708,1.13769,1.04598,0.932906,1.2861,0.086926,0.0797783
691.381,0.997532,0.0178514,5,63,0,-687.959,0.884985,0.859226,1.13636,1.01953,0.908888,1.27573,0.0874946,0.079371
691.684,0.984357,0.0179453,5,31,0,-686.514,0.885694,0.855159,1.1355,1.02589,0.903413,1.26825,0.0868853,0.0795466
689.274,0.985204,0.0177683,5,63,0,-687.52,0.867897,0.813309,1.13351,1.03634,0.915587,1.24405,0.0882944,0.0783429
687.959,0.999073,0.0176106,5,63,0,-685.898,0.873017,0.822981,1.15429,1.04329,0.906435,1.25017,0.0917357,0.0784051
689.6,1,0.0177338,5,31,0,-686.37,0.891293,0.865734,1.12359,1.02635,0.923927,1.25938,0.0862993,0.0771138
694.591,0.99996,0.0178762,5,31,0,-688.179,0.879885,0.837674,1.14064,1.03569,0.928674,1.26583,0.0893454,0.0765234
693.218,0.997523,0.0180183,5,31,0,-691.613,0.885874,0.848766,1.15434,1.03323,0.92847,1.25001,0.0873015,0.0768795
695.805,0.999105,0.0181105,6,95,0,-690.358,0.885717,0.846312,1.13401,1.02851,0.910229,1.26825,0.0884193,0.0742757
693.328,0.949018,0.0182355,6,79,0,-690.406,0.891576,0.855828,1.14286,1.03152,0.906483,1.27561,0.0887899,0.0771331
694.33,0.998269,0.0173457,4,31,0,-687.554,0.896768,0.833834,1.14531,1.04158,0.917656,1.27284,0.0867331,0.0771113
693.335,0.995616,0.0174493,5,31,0,-691.38,0.877111,0.84534,1.14139,1.03939,0.90653,1.28541,0.087651,0.0771425
693.696,0.997929,0.0175004,5,63,0,-689.405,0.885615,0.838224,1.15242,1.03225,0.906893,1.25607,0.0881872,0.0784477
693.627,1,0.0175971,5,31,0,-692.117,0.88439,0.847444,1.12606,1.03732,0.904348,1.26983,0.0884627,0.0793436
694.267,0.997323,0.0177353,7,255,0,-690.738,0.851,0.815997,1.09817,1.01379,0.875865,1.2344,0.0955326,0.0788099
692.726,0.976958,0.0178202,5,31,0,-690.198,0.850178,0.805986,1.10454,0.99338,0.868562,1.2093,0.0993372,0.0790517
692.413,0.999727,0.0174996,5,31,0,-691.335,0.839956,0.803921,1.09588,0.994211,0.882042,1.20889,0.0965053,0.0789878
692.505,0.998117,0.0176306,6,127,0,-685.086,0.848728,0.824284,1.09863,1.01373,0.859134,1.20847,0.096082,0.0769463
692.033,0.995069,0.0177299,5,31,0,-686.697,0.855047,0.81096,1.10954,0.997013,0.904416,1.24475,0.0936657,0.0775567
692.393,0.997776,0.0177686,7,255,0,-686.346,0.813142,0.754643,1.03907,0.965181,0.847734,1.1722,0.106385,0.0760709
694.906,0.998885,0.017861,6,127,0,-688.578,0.840272,0.801387,1.09257,1.00128,0.851374,1.19877,0.0990133,0.0745531
693.871,0.980495,0.0179756,6,127,0,-690.323,0.852088,0.793147,1.09698,0.994998,0.881004,1.22627,0.0983651,0.0767054
695,0.997306,0.0177236,5,31,0,-692.402,0.849542,0.814726,1.10219,1.00622,0.862837,1.21577,0.0960224,0.0764634
694.784,0.99933,0.0178056,6,95,0,-694.109,0.850516,0.815953,1.10161,1.01227,0.864121,1.22141,0.0971023,0.0766514
694.649,0.999925,0.0179277,5,31,0,-693.46,0.852335,0.791648,1.10507,0.998588,0.86487,1.22819,0.0975562,0.0766121
694.735,0.999929,0.0180621,8,319,0,-692.836,0.962031,0.934322,1.22725,1.12526,1.02647,1.37019,0.0680799,0.0726436
693.526,0.991208,0.0181969,6,127,0,-687.985,0.976979,0.975832,1.24866,1.14494,1.04882,1.37742,0.0623546,0.0739721
694.319,0.999844,0.0181563,5,31,0,-692.284,0.976057,0.958913,1.24486,1.13012,1.04531,1.39158,0.0629504,0.0736278
694.317,0.992212,0.0182892,5,31,0,-692.279,0.968931,0.95651,1.2534,1.13619,1.03434,1.378,0.0657325,0.0738166
690.657,0.995661,0.0182682,4,31,0,-689.887,0.974738,0.969127,1.23385,1.12121,1.02718,1.3983,0.0636907,0.0739298
693.545,0.992861,0.0183165,8,287,0,-685.4,0.777781,0.713702,1.00138,0.916675,0.763433,1.11445,0.117488,0.0792409
692.2,0.984626,0.0183081,7,255,0,-689.774,0.807094,0.761622,1.05884,0.965281,0.814624,1.15127,0.106561,0.0782619
694.499,0.999935,0.0181351,6,95,0,-690.733,0.830921,0.76713,1.072,0.982818,0.833842,1.18513,0.102388,0.0772103
694.52,0.96736,0.0182678,8,415,0,-689.964,0.923824,0.882877,1.19185,1.07512,0.960045,1.31158,0.0795517,0.071802
689.856,0.985814,0.0177569,4,15,0,-689.087,0.934085,0.862755,1.17939,1.06915,0.955936,1.31111,0.077781,0.0715312
692.835,0.999879,0.0176129,5,31,0,-688.568,0.930644,0.883771,1.18116,1.06603,0.961419,1.31365,0.0802554,0.0714579
694.999,0.994397,0.0177405,7,159,0,-690.827,0.942379,0.929747,1.21742,1.09868,1.0007,1.34989,0.0723701,0.0760551
692.894,0.996975,0.017762,4,15,0,-692.461,0.933809,0.927161,1.2308,1.09728,1.00162,1.35247,0.0705414,0.0761643
694.769,0.999469,0.0178333,6,95,0,-691.348,0.928663,0.891897,1.1979,1.0739,0.977709,1.32423,0.0759387,0.0748619
693.14,0.997457,0.0179531,6,111,0,-690.301,0.940958,0.916705,1.21542,1.09028,0.99586,1.34381,0.0734691,0.0799989
690.682,0.992323,0.0180337,4,31,0,-686.944,0.925885,0.939458,1.21168,1.08448,0.994823,1.33526,0.0735975,0.0800735
690.725,0.999076,0.0180139,5,63,0,-688.221,0.956367,0.902856,1.21497,1.11899,1.00847,1.3508,0.0705445,0.080616
689.589,0.992349,0.0181259,7,207,0,-682.07,0.923395,0.920693,1.20427,1.08105,0.981283,1.3142,0.0756225,0.0835211
690.867,0.996664,0.0181061,5,63,0,-684.457,0.927357,0.914195,1.18556,1.08846,0.984546,1.31309,0.0762516,0.0827944
690.849,0.970617,0.0181706,5,31,0,-685.261,0.917036,0.877958,1.19436,1.0642,0.953401,1.31049,0.0791795,0.0823754
694.324,0.998706,0.0177308,7,199,0,-687.802,0.961637,0.940368,1.22958,1.10532,1.02819,1.35782,0.0688632,0.074271
692.019,0.9824,0.017833,5,31,0,-689.509,0.976674,0.941366,1.22032,1.11375,1.01326,1.37166,0.0670045,0.0745569
693.032,0.994281,0.0176243,7,255,0,-687.583,0.888319,0.837713,1.12914,1.01935,0.897615,1.23515,0.0906593,0.0757538
692.062,0.999246,0.0176416,7,255,0,-685.77,0.869643,0.859117,1.15433,1.04586,0.939055,1.28773,0.0856595,0.0760665
692.278,0.998847,0.0177529,7,191,0,-687.14,0.829283,0.797017,1.10171,0.983438,0.879496,1.20271,0.099873,0.076594
691.668,0.999548,0.0178567,6,95,0,-688.544,0.842905,0.788376,1.06806,0.994675,0.825033,1.20618,0.101568,0.0780009
694.409,0.99915,0.0179741,7,255,0,-688.663,0.912327,0.86688,1.15167,1.06352,0.945802,1.29481,0.0832807,0.075843
692.94,0.997777,0.0180842,5,63,0,-691.448,0.890799,0.887022,1.1727,1.05286,0.931258,1.28396,0.084383,0.0770105
694.108,0.995687,0.0181679,6,127,0,-691.317,0.907594,0.848872,1.14688,1.05742,0.944522,1.28691,0.0842376,0.0750872
692.76,0.972261,0.0182111,6,127,0,-687.792,0.899545,0.871666,1.15221,1.05473,0.957532,1.27084,0.082838,0.0762355
691.856,0.994618,0.017806,5,31,0,-687.897,0.906508,0.846124,1.16165,1.04317,0.924455,1.29094,0.0829002,0.0756467
691.703,0.999336,0.0178282,5,31,0,-687.769,0.90557,0.848278,1.17625,1.04386,0.916752,1.28467,0.0845565,0.0756622
693.823,0.999238,0.0179396,4,15,0,-690.827,0.902836,0.853937,1.16881,1.04659,0.918917,1.28592,0.0839318,0.0758989
692.054,0.993908,0.0180494,5,63,0,-687.28,0.903148,0.869094,1.13898,1.0609,0.914068,1.26682,0.0850458,0.0745987
691.253,0.991989,0.0180575,6,127,0,-687.66,0.889969,0.866412,1.17213,1.04231,0.952441,1.30108,0.0844459,0.0726846
692.631,0.999869,0.018029,4,15,0,-689.211,0.893145,0.86781,1.17122,1.04419,0.948154,1.29944,0.0844152,0.0726665
693.127,0.974894,0.0181503,5,31,0,-687.815,0.895338,0.864025,1.16811,1.04058,0.948439,1.30015,0.083119,0.0727223
694.298,0.972593,0.0177987,6,95,0,-688.318,0.901093,0.867573,1.14549,1.05638,0.924307,1.29159,0.0833619,0.0747004
694.474,0.999917,0.0174126,6,95,0,-692.131,0.899143,0.870117,1.17315,1.05432,0.958743,1.29928,0.0828778,0.0760407
694.775,0.995209,0.0175305,7,191,0,-691.186,0.92238,0.91067,1.19585,1.07463,0.982498,1.32922,0.0760518,0.0750567
695.74,0.999843,0.0175621,6,127,0,-693.676,0.933415,0.896888,1.19563,1.0939,0.976751,1.32854,0.0754388,0.0734706
694.273,0.990144,0.017679,5,31,0,-690.256,0.930267,0.89317,1.21275,1.09093,0.988549,1.33662,0.0745264,0.0721086
692.847,0.98122,0.0176169,5,63,0,-689.212,0.932388,0.910235,1.19775,1.08487,0.982989,1.35182,0.07521,0.0728057
692.304,0.935637,0.0173925,5,31,0,-684.742,0.934107,0.933512,1.20255,1.10059,0.973998,1.31809,0.0751946,0.0733137
693.56,0.999089,0.0163759,6,127,0,-687.937,0.965828,0.937507,1.21818,1.11622,1.0325,1.358,0.0690068,0.0737517
693.51,0.980151,0.0164724,4,15,0,-690.875,0.962434,0.938203,1.21797,1.11574,1.02483,1.36687,0.0669515,0.0741139
689.566,0.989727,0.0162465,5,31,0,-688.186,0.96455,0.926619,1.25823,1.13375,1.03035,1.36461,0.0641461,0.0743039
693.246,0.996479,0.0161841,5,31,0,-687.058,0.978625,0.941976,1.23762,1.13628,1.04325,1.38848,0.0650896,0.0741164
692.776,0.994981,0.016235,6,79,0,-690.662,0.970929,0.982077,1.24232,1.13791,1.03472,1.39231,0.0639768,0.0721781
692.467,0.986084,0.0162606,5,31,0,-690.146,0.97934,0.948833,1.26283,1.13684,1.05317,1.38282,0.0615881,0.0730977
694.121,0.999902,0.0161372,6,95,0,-690.644,0.985385,0.957369,1.25972,1.13514,1.04517,1.38307,0.0636504,0.0753126
692.512,0.996976,0.0162447,7,223,0,-689.716,0.967254,0.92878,1.23696,1.11597,1.02173,1.36707,0.0685217,0.0797287
691.461,0.999537,0.0163033,5,31,0,-689.961,0.961589,0.917906,1.2334,1.12345,1.03099,1.36944,0.0681519,0.0802913
692.569,0.999794,0.0164049,5,31,0,-690.002,0.95238,0.923854,1.23148,1.11972,1.03019,1.35378,0.068914,0.0797368
691.888,0.989405,0.0165112,7,223,0,-684.853,0.891083,0.84803,1.15352,1.04208,0.939852,1.27488,0.0862065,0.0825198
691.374,0.992438,0.0164417,8,319,0,-684.615,0.939825,0.946739,1.20148,1.10722,1.01591,1.36487,0.070114,0.0748378
692.219,0.997752,0.0164234,5,31,0,-685.49,0.956438,0.909673,1.24024,1.10966,1.00432,1.34533,0.0700861,0.074827
688.969,0.967943,0.0164945,7,159,0,-683.443,0.910652,0.92379,1.19481,1.08595,0.980734,1.29555,0.0767151,0.072355
691.504,0.991351,0.0160687,5,31,0,-683.531,0.922726,0.851908,1.16877,1.06917,0.947005,1.30742,0.0817311,0.0717281
692.908,0.999769,0.0160333,5,31,0,-688.55,0.9132,0.854183,1.17891,1.06526,0.960401,1.29145,0.0805198,0.0720759
695.919,0.999999,0.0161357,5,31,0,-692.069,0.906854,0.876229,1.16366,1.06601,0.953377,1.28909,0.0818766,0.0721246
696.157,0.997368,0.0162422,6,95,0,-694.788,0.89861,0.869868,1.16454,1.05437,0.933493,1.29073,0.0838396,0.0729069
694.998,0.992615,0.0163054,5,63,0,-692.436,0.902542,0.84982,1.16382,1.04819,0.925642,1.28659,0.0844143,0.0736206
695.867,0.997969,0.0162897,4,31,0,-692.855,0.899047,0.855208,1.16245,1.04703,0.929766,1.28477,0.084671,0.0735245
695.266,0.994817,0.0163625,7,255,0,-692.887,0.916888,0.902573,1.17516,1.07955,0.970467,1.31933,0.0780204,0.0729435
692.112,0.988069,0.016383,5,31,0,-689.745,0.916575,0.896121,1.17396,1.10024,0.97285,1.31446,0.0778978,0.0725816
692.088,0.980308,0.0162919,7,159,0,-685.313,0.9115,0.877045,1.1651,1.0807,0.955781,1.2976,0.0788887,0.0784916
694.083,1,0.0160748,6,63,0,-690.942,0.905106,0.876519,1.16544,1.07638,0.958345,1.30375,0.0810879,0.0784809
693.812,0.999673,0.0161793,8,511,0,-689.783,0.783928,0.738155,1.00867,0.930969,0.771904,1.13258,0.115153,0.0723431
693.03,0.996035,0.0162787,5,31,0,-690.816,0.788086,0.70867,1.01681,0.914713,0.785087,1.13536,0.11513,0.0721387
691.922,0.972892,0.0163184,5,31,0,-688.682,0.778224,0.713458,1.01833,0.949975,0.782356,1.12533,0.114659,0.0726749
691.133,0.988341,0.0159821,5,31,0,-689.707,0.787414,0.723563,1.0174,0.908127,0.777146,1.13875,0.113999,0.0734382
694.147,0.999956,0.015898,5,31,0,-688.923,0.780284,0.718171,1.0285,0.932579,0.792226,1.1292,0.113469,0.0737827
696.084,0.999317,0.0159997,8,511,0,-691.147,0.869683,0.842795,1.12616,1.02656,0.904456,1.25258,0.090047,0.073473
694.791,0.999398,0.0160912,7,191,0,-693.814,0.852084,0.801679,1.09273,1.00438,0.884046,1.22412,0.0961214,0.0776725
696.12,0.998568,0.0161843,8,255,0,-693.815,0.876944,0.826438,1.12928,1.02616,0.909679,1.24945,0.0903906,0.0745383
693.573,0.987022,0.0162642,5,31,0,-691.132,0.878889,0.841392,1.14502,1.01539,0.894061,1.25351,0.0907526,0.0742233
692.523,0.992093,0.0161569,7,191,0,-687.925,0.899495,0.851276,1.14827,1.06211,0.948582,1.28528,0.083319,0.0691388
689.369,0.970112,0.0161319,5,31,0,-686.315,0.904337,0.852308,1.15887,1.06632,0.915085,1.28437,0.0859842,0.0695141
692.576,0.99958,0.0157584,5,31,0,-686.064,0.900626,0.864688,1.14378,1.0581,0.925455,1.28946,0.0833741,0.0693844
693.242,0.99928,0.0158518,5,63,0,-690.929,0.902105,0.869242,1.14604,1.05706,0.924138,1.29027,0.0849987,0.0696784
691.704,0.996539,0.0159406,5,31,0,-688.054,0.886454,0.857973,1.1669,1.0484,0.920487,1.29534,0.0851291,0.0693741
691.228,0.994796,0.0159861,4,15,0,-690.395,0.883219,0.856925,1.16404,1.04721,0.920905,1.29321,0.0839445,0.0692699
694.184,0.999713,0.0160039,8,319,0,-687.589,0.940448,0.924668,1.21462,1.08777,0.999551,1.34381,0.0737385,0.0733164
692.397,0.998108,0.0160997,6,127,0,-689.32,0.957916,0.93569,1.22911,1.134,1.01543,1.34912,0.0674221,0.0728858
694.417,0.999028,0.01617,8,319,0,-687.481,0.82127,0.792058,1.0679,0.985001,0.840349,1.18854,0.101996,0.075804
693.319,0.998959,0.0162551,5,31,0,-690.985,0.823593,0.749994,1.07965,0.980388,0.84404,1.19301,0.1036,0.0755748
689.764,0.978715,0.0163392,5,31,0,-686.116,0.826783,0.738195,1.06307,0.971017,0.85118,1.19476,0.102525,0.0757528
693.412,0.999603,0.0160996,5,31,0,-687.233,0.822894,0.769698,1.06581,0.975885,0.828662,1.16788,0.106548,0.0760281
695.155,0.999529,0.016193,6,127,0,-690.319,0.832155,0.786942,1.07503,0.993404,0.846604,1.18921,0.101319,0.0743961
693.696,0.99512,0.0162853,5,31,0,-692.327,0.838267,0.779949,1.07473,0.993372,0.836748,1.21498,0.101237,0.0740598
692.929,0.983129,0.0163073,6,63,0,-689.644,0.84986,0.810387,1.10069,0.990205,0.88222,1.20005,0.0988126,0.0731295
694.743,0.99994,0.0161385,5,31,0,-690.058,0.843777,0.794348,1.09755,1.01044,0.860289,1.20737,0.0981181,0.0734587
693.929,0.996051,0.0162365,5,31,0,-691.084,0.841867,0.798877,1.08561,0.980105,0.866994,1.2246,0.0987951,0.0739964
693.069,0.998624,0.0162729,5,31,0,-691.517,0.841425,0.786344,1.09248,1.00506,0.843467,1.1935,0.10024,0.0732706
694.307,0.999105,0.0163501,5,63,0,-690.932,0.845848,0.798046,1.09112,0.991897,0.865105,1.23435,0.0977202,0.0738352
696.131,0.99784,0.0164352,5,47,0,-693.317,0.84495,0.799425,1.09332,0.994673,0.870397,1.22149,0.0975339,0.0742683
695.776,0.99085,0.0165,5,31,0,-692.608,0.850292,0.814437,1.09885,1.00693,0.866467,1.21432,0.0965851,0.0739869
694.41,0.992841,0.0164526,6,127,0,-691.349,0.834176,0.780382,1.0821,0.993976,0.85123,1.18842,0.100519,0.076424
693.983,0.991646,0.0164372,5,31,0,-691.321,0.84,0.803307,1.0918,0.975293,0.851708,1.20188,0.0997361,0.0762919
691.273,0.97408,0.0164027,5,31,0,-686.484,0.845459,0.787001,1.08657,1.0141,0.874859,1.22789,0.0988754,0.0759104
691.796,0.99479,0.0160921,8,319,0,-686.548,0.921142,0.901066,1.17432,1.07752,0.950371,1.31593,0.0809406,0.0766562
693.734,0.995319,0.0161075,5,63,0,-685.957,0.917134,0.904947,1.17587,1.07437,0.948692,1.31128,0.0803027,0.0767191
693.39,0.994865,0.016131,5,63,0,-690.642,0.909723,0.904335,1.17127,1.08242,0.951369,1.31749,0.078647,0.0761694
690.758,0.971283,0.0161474,5,31,0,-685.939,0.90677,0.887671,1.19021,1.0588,0.983171,1.32083,0.0800997,0.0756869
690.85,1,0.0158003,5,31,0,-687.592,0.923313,0.874574,1.16379,1.08535,0.935536,1.29641,0.0815769,0.0765215
692.468,0.999996,0.0158949,5,31,0,-687.057,0.91193,0.864277,1.18735,1.07198,0.935525,1.29346,0.0802927,0.0767646
691.175,0.994678,0.0159897,5,31,0,-686.921,0.920582,0.873275,1.19213,1.08314,0.94065,1.2951,0.0806636,0.0772405
690.42,0.995593,0.0160027,7,255,0,-686.754,0.953097,0.960329,1.25101,1.12779,1.04605,1.35832,0.0674732,0.0765513
689.435,0.998141,0.0160298,8,351,0,-681.433,0.80504,0.724562,1.03223,0.944525,0.77748,1.12051,0.114583,0.0731724
691.485,0.997021,0.0160959,5,31,0,-687.221,0.78856,0.74432,1.01828,0.930586,0.786566,1.16264,0.113281,0.0728904
689.075,0.998448,0.0161448,5,31,0,-685.685,0.788104,0.736812,1.02674,0.948328,0.813973,1.11749,0.113826,0.0738284
693.327,0.996326,0.0162158,5,31,0,-685.347,0.788554,0.723562,1.02363,0.938212,0.763322,1.14801,0.113673,0.0735197
693.842,0.996264,0.0162538,5,31,0,-689.791,0.789007,0.742417,1.02903,0.934056,0.811604,1.13705,0.112441,0.0745964
